title,ingredients,directions,link,source,NER,site,caloriesPer100g,proteinsPer100g,carbsPer100g,fatPer100g
Egg Casserole,"[""1 Vidalia onion, chopped"", ""1 (16 oz.) pkg. fresh mushrooms"", ""2 green peppers"", ""1 clove garlic"", ""olive oil"", ""6 pieces bread (buttered with either butter or margarine)"", ""6 eggs"", ""milk (as much as you would like; to fluff eggs)""]","[""Saute together first 5\tingredients."", ""In a separate 9 x 12-inch pan, mix bread, eggs"", ""and"", ""milk."", ""Put"", ""pieces of bread into"", ""pan; add your"", ""vegetables,"", ""then"", ""your"", ""eggs."", ""Place\tin refrigerator overnight (at least 8 hours).\tAdd Cheddar cheese before cooking."", ""Bake at 350\u00b0 for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=656149,Gathered,"[""bread"", ""green peppers"", ""eggs"", ""fresh mushrooms"", ""clove garlic"", ""vidalia onion"", ""milk"", ""olive oil""]",www.cookbooks.com,312,10.4,36.7,8.9
Cranberry-Apple-Orange Salad,"[""1 (12 oz.) bag raw cranberries (2 c.)"", ""1 c. sugar"", ""1 medium apple, peeled, cored and cut into wedges"", ""1 orange, peeled, seeded and broken in wedges"", ""1 (3 oz.) pkg. orange gelatin"", ""1/2 c. nuts (optional)""]","[""In food processor or blender, grind cranberries, apple and orange."", ""Mix with sugar and set aside."", ""Prepare gelatin according to package directions, using 1/4 cup less of cold water."", ""Chill until it begins to thicken."", ""Add cranberry mixture and nuts."", ""Mix well."", ""Pour into a mold, if desired, or leave in a bowl and stir before serving."", ""Chill until set."", ""Can even be made a day ahead. Keeps well in refrigerator for a few days.""]",www.cookbooks.com/Recipe-Details.aspx?id=302909,Gathered,"[""apple"", ""sugar"", ""cranberries"", ""orange gelatin"", ""nuts"", ""orange""]",www.cookbooks.com,312,10.4,36.7,8.9
Brown Rice,"[""1 c. raw rice"", ""1 can beef consomme"", ""1 can French onion soup"", ""1 (4 oz.) can mushrooms"", ""1/2 stick margarine, cut up""]","[""Put in a covered 1 1/2-quart dish."", ""Bake 1 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=330188,Gathered,"[""onion soup"", ""beef consomme"", ""mushrooms"", ""margarine"", ""rice""]",www.cookbooks.com,312,10.4,36.7,8.9
Cranberry Salad,"[""2 (3 oz.) pkg. softened cream cheese"", ""2 Tbsp. margarine"", ""2 Tbsp. sugar"", ""1 (16 oz.) can whole berry cranberry sauce"", ""3/4 c. crushed pineapple, drained"", ""1/2 c. chopped walnuts"", ""1 c. whipping cream""]","[""Mix cream cheese, margarine and sugar."", ""Add fruit and walnuts. Whip cream and fold into fruit and cream cheese mixture."", ""Pour into round mold."", ""Freeze 6 hours."", ""Remove from mold shortly before serving."", ""Makes 12 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=427420,Gathered,"[""sugar"", ""cream cheese"", ""margarine"", ""walnuts"", ""cranberry sauce"", ""whipping cream"", ""pineapple""]",www.cookbooks.com,312,10.4,36.7,8.9
Cheese Dip,"[""2 lb. Velveeta cheese"", ""1 (15 oz.) can Italian tomatoes"", ""2 small cans green chili peppers"", ""1/2 medium onion, minced"", ""3 cloves garlic"", ""1/2 tsp. salt""]","[""Dice tomatoes and peppers."", ""Combine all ingredients in top of double boiler for 30 minutes."", ""Serve hot over corn chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=756385,Gathered,"[""velveeta cheese"", ""onion"", ""green chili peppers"", ""italian tomatoes"", ""garlic"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Funnel Cake,"[""1 1/3 c. flour"", ""1 1/4 tsp. salt"", ""1/2 tsp. soda"", ""2 Tbsp. sugar"", ""3/4 Tbsp. baking powder"", ""1 egg, beaten"", ""2/3 c. milk (more if batter is too thick)"", ""oil (for frying)"", ""powdered sugar""]","[""Sift first 5 ingredients together in a bowl."", ""Mix egg and milk together; add to dry ingredients."", ""Beat until smooth."", ""Hold finger over bottom of a funnel; pour in some batter."", ""Remove finger to let batter drop."", ""Drop batter in a spiral motion into pan filled with 1 inch of hot oil (375\u00b0)."", ""Fry until golden brown, turning once."", ""Remove from pan; drain on a paper towel."", ""Sprinkle with powdered sugar and serve hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=1071347,Gathered,"[""oil"", ""egg"", ""baking powder"", ""sugar"", ""powdered sugar"", ""soda"", ""flour"", ""milk"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Fast Real Good Fudge,"[""4 lb. confectioners sugar"", ""1 c. cocoa"", ""1 c. chopped nuts"", ""1 lb. margarine (not whipped)"", ""1 lb. Velveeta"", ""1 Tbsp. vanilla""]","[""In large bowl, put confectioners sugar, cocoa and chopped nuts."", ""In saucepan, put margarine and Velveeta."", ""Melt and add vanilla."", ""Pour hot mixture over sugar mixture."", ""Mix quickly and pour into buttered cookie sheet."", ""Cool and cut into squares.""]",www.cookbooks.com/Recipe-Details.aspx?id=505741,Gathered,"[""vanilla"", ""nuts"", ""cocoa"", ""margarine"", ""confectioners sugar"", ""velveeta""]",www.cookbooks.com,312,10.4,36.7,8.9
Squash Casserole,"[""3 lb. squash"", ""3 onions"", ""1 pt. sour cream"", ""3 carrots, grated"", ""2 cans chicken or mushroom soup"", ""1 pkg. Pepperidge Farm stuffing mix"", ""1 stick butter"", ""salt and pepper to taste""]","[""Cook squash, onions and carrots until tender."", ""Mash."", ""Melt butter in pan; stir in stuffing until all is coated."", ""Drain all water from squash."", ""Stir in sour cream and soup."", ""Place in a greased baking dish a layer of squash and a layer of stuffing. Bake at 350\u00b0 for 35 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=548780,Gathered,"[""sour cream"", ""stuffing mix"", ""squash"", ""onions"", ""carrots"", ""butter"", ""chicken"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Cheese Ball,"[""2 pkg. cream cheese"", ""2 c. shredded Cheddar cheese (8 oz.)"", ""1 Tbsp. chopped pimento"", ""1 Tbsp. chopped green pepper"", ""1 Tbsp. chopped onion"", ""1 tsp. lemon juice"", ""2 tsp. Worcestershire sauce"", ""dash of Tabasco sauce"", ""dash of salt""]","[""Combine softened cream and Cheddar cheeses."", ""Add chopped up items."", ""Mix and add liquids last."", ""Mix well."", ""Roll into ball and cover with chopped nuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=443102,Gathered,"[""salt"", ""lemon juice"", ""tabasco sauce"", ""cheddar cheese"", ""onion"", ""worcestershire sauce"", ""cream cheese"", ""green pepper"", ""pimento""]",www.cookbooks.com,312,10.4,36.7,8.9
*Apricot Salad,"[""1 large pkg. apricot jello (6 oz.)"", ""2/3 c. sugar"", ""1 (8 oz.) pkg. cream cheese"", ""2 jars Junior baby food apricots"", ""1 (No. 2) can crushed pineapple (20 oz.)"", ""1 tall can evaporated milk, chilled and whipped"", ""2/3 c. water""]","[""Dissolve jello in boiling water; add sugar."", ""Blend in the cream cheese with a fork."", ""Add can of crushed pineapple and apricot baby food."", ""Refrigerate."", ""Chill can of milk."", ""When jello starts to set, take milk out of the refrigerator and beat until stiff."", ""Fold partially set jello into cream."", ""Chopped nuts can be used for garnish."", ""This is a large salad; could fill a 2-quart mold or 2 (1-quart) molds."", ""Serves about 12.""]",www.cookbooks.com/Recipe-Details.aspx?id=367924,Gathered,"[""sugar"", ""jars junior baby food"", ""apricot jello"", ""cream cheese"", ""water"", ""milk"", ""pineapple""]",www.cookbooks.com,312,10.4,36.7,8.9
Pound Cake,"[""3 c. plain flour (cake flour may be substituted for plain flour)"", ""3 c. sugar"", ""1/2 tsp. baking powder"", ""3 dashes of salt"", ""5 eggs"", ""2 sticks margarine"", ""1/2 c. butter flavor Crisco"", ""1 c. sweet milk"", ""1 to 2 Tbsp. flavoring (lemon, vanilla or almond or a combination of the 3)""]","[""Have all ingredients at room temperature. Hand stir all dry ingredients together. Add eggs and stir. Add butter and Crisco and stir. Add milk and stir. Put batter in"", ""mixer and beat at high speed until well blended. Add 1 to 2 teaspoons of your favorite flavoring and mix well. Pour batter into greased and floured tube pan. Place in cold oven. Bake at 325\u00b0 for 1 hour and 20 to 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=62866,Gathered,"[""sweet milk"", ""baking powder"", ""sugar"", ""vanilla"", ""eggs"", ""flour"", ""margarine"", ""butter"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Monkey Bread,"[""2 loaves frozen bread, softened"", ""1/2 c. margarine"", ""1 c. brown sugar"", ""1 large box vanilla pudding (not instant)"", ""2 Tbsp. milk"", ""cinnamon to taste""]","[""Use greased 9 x 13-inch pan or Bundt pan."", ""Melt butter; add brown sugar, pudding, milk and cinnamon."", ""Break up 1 loaf into round balls; place in pan."", ""Pour mixture over and break second loaf over this."", ""Rise 2 1/2 to 3 hours."", ""Bake 30 minutes at 350\u00b0; turn out immediately to cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=211506,Gathered,"[""bread"", ""brown sugar"", ""cinnamon"", ""margarine"", ""vanilla pudding"", ""milk""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Roll-Ups,"[""1 (8 oz.) can crescent rolls"", ""1 1/2 c. grated medium or sharp cheese"", ""1 hen, cooked and diced"", ""1 can cream of chicken soup"", ""1 1/2 c. milk""]","[""Unroll crescent rolls; add cooked chicken and grated cheese. Wrap roll over chicken and cheese; pinch sides together.""]",www.cookbooks.com/Recipe-Details.aspx?id=449613,Gathered,"[""cream of chicken soup"", ""hen"", ""cheese"", ""milk"", ""crescent rolls""]",www.cookbooks.com,312,10.4,36.7,8.9
Beef And Spanish Rice Casserole,"[""1 can Spanish rice"", ""1 can corned beef"", ""1 diced onion"", ""1/2 c. grated Cheddar cheese""]","[""Spray a 1-quart casserole dish with Pam."", ""Layer rice and meat, diced onion and grated cheese."", ""Bake at 350\u00b0 for 25 to 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=244485,Gathered,"[""cheddar cheese"", ""corned beef"", ""onion"", ""spanish rice""]",www.cookbooks.com,312,10.4,36.7,8.9
Baked Beans,"[""3 (1 lb.) cans pork and beans"", ""1/2 c. bell pepper, chopped"", ""1/2 c. onions, chopped"", ""3/4 c. catsup"", ""1/3 c. brown sugar, packed hard"", ""1 tsp. salt"", ""1/3 tsp. black pepper"", ""1 lb. ground beef"", ""1 Tbsp. oil""]","[""Cook onions and bell pepper in oil until onions are transparent."", ""Add beef and cook until brown."", ""Mix all ingredients together."", ""Bake in 350\u00b0 oven for 45 minutes, or after mixing together, pour in crock-pot and cook 6 to 10 hours on low.""]",www.cookbooks.com/Recipe-Details.aspx?id=775763,Gathered,"[""oil"", ""bell pepper"", ""black pepper"", ""brown sugar"", ""catsup"", ""pork"", ""onions"", ""ground beef"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Sweet-N-Sour Chicken,"[""2 c. diced cooked chicken"", ""2 Tbsp. shortening"", ""1/2 c. onion (large chunks)"", ""2 c. carrot chunks"", ""1 1/4 c. water"", ""3 chicken bouillon cubes"", ""1/4 c. packed brown sugar"", ""2 Tbsp. cornstarch"", ""1/4 tsp. ginger"", ""1/4 c. catsup"", ""2 Tbsp. vinegar"", ""1 Tbsp. soy sauce"", ""1 c. green pepper (large chunks)"", ""8 oz. pineapple chunks""]","[""Saute onion in 2 tablespoons shortening."", ""Add carrots, water and bouillon cubes."", ""Simmer 5 minutes."", ""Combine next 6 ingredients."", ""Add to vegetable mixture and cook until clear."", ""Add pepper, pineapple and chicken."", ""Cover and simmer 5 minutes or until heated through."", ""Serve with rice or angel hair noodles. Serves 6 people.""]",www.cookbooks.com/Recipe-Details.aspx?id=228506,Gathered,"[""vinegar"", ""ginger"", ""soy sauce"", ""shortening"", ""carrot chunks"", ""brown sugar"", ""onion"", ""water"", ""catsup"", ""cornstarch"", ""pineapple"", ""chicken"", ""green pepper""]",www.cookbooks.com,312,10.4,36.7,8.9
Ambrosia,"[""8 to 10 juicy oranges, peeled and diced"", ""1 c. moist coconut"", ""1/2 c. pecans, chopped"", ""1/2 c. cherries, halved"", ""1/4 c. sugar"", ""1 c. orange juice""]","[""Combine all ingredients. Chill overnight."", ""Yields 4 to 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=342478,Gathered,"[""sugar"", ""pecans"", ""moist coconut"", ""cherries"", ""orange juice"", ""oranges""]",www.cookbooks.com,312,10.4,36.7,8.9
Crazy Peanut Butter Cookies,"[""1 c. creamy peanut butter"", ""1 c. sugar"", ""1 egg""]","[""Mix together and roll into balls; flatten with fork."", ""Bake on ungreased cookie sheet."", ""Makes 2 dozen."", ""Quick, easy and good.""]",www.cookbooks.com/Recipe-Details.aspx?id=892363,Gathered,"[""egg"", ""peanut butter"", ""sugar""]",www.cookbooks.com,312,10.4,36.7,8.9
Brickle Bars,"[""1 box yellow cake mix"", ""2 eggs"", ""1/3 c. soft margarine"", ""1 can Eagle Brand milk"", ""1 c. pecans"", ""1/2 c. Bits 'O Brickle""]","[""Mix together with a fork:"", ""cake mix, 1 egg and margarine. Press into a 13 x 9-inch pan."", ""Next mix Eagle Brand milk, 1 egg, pecans and Bits 'O Brickle."", ""Pour over cake mixture."", ""Bake 30 minutes at 350\u00b0."", ""Let cool and cut into bars.""]",www.cookbooks.com/Recipe-Details.aspx?id=351194,Gathered,"[""eggs"", ""pecans"", ""margarine"", ""milk"", ""yellow cake mix""]",www.cookbooks.com,312,10.4,36.7,8.9
Pancakes,"[""1 c. flour"", ""1 tsp. soda"", ""1 tsp. salt"", ""1 Tbsp. sugar"", ""1 egg"", ""3 Tbsp. margarine, melted"", ""1 c. buttermilk""]","[""Mix dry ingredients."", ""Add egg, margarine and buttermilk. Stir by hand until well blended."", ""Pour onto non-stick pan or griddle with a little oil added."", ""Cook until bubbly and turn over.""]",www.cookbooks.com/Recipe-Details.aspx?id=57556,Gathered,"[""buttermilk"", ""egg"", ""sugar"", ""soda"", ""flour"", ""margarine"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Crustless Vegetable Ham Pie,"[""1/4 c. butter"", ""1/4 lb. mushrooms, sliced"", ""1 garlic clove, minced"", ""1 medium zucchini, sliced thinly"", ""1/4 c. chopped onion"", ""1 c. diced, cooked ham"", ""4 eggs"", ""2 c. Ricotta cheese"", ""1 c. shredded Monterey Jack"", ""1 (10 oz.) pkg. frozen spinach, thawed and drained"", ""1/2 tsp. dill weed"", ""salt and pepper""]","[""Preheat oven to 325\u00b0."", ""In large frying pan, melt butter and saute mushrooms, garlic, onion and zucchini until tender, approximately 2 minutes."", ""Add ham and cook 1 more minute; set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=710939,Gathered,"[""shredded monterey jack"", ""salt"", ""eggs"", ""onion"", ""mushrooms"", ""frozen spinach"", ""ricotta cheese"", ""garlic"", ""butter"", ""zucchini"", ""dill weed""]",www.cookbooks.com,312,10.4,36.7,8.9
Red Cabbage And Apples,"[""1 c. red cabbage, finely chopped"", ""2 Tbsp. butter"", ""2 apples, finely sliced"", ""1 Tbsp. brown sugar"", ""1 Tbsp. vinegar""]","[""In a saucepan filled with lightly salted boiling water, cook red cabbage for 5 minutes; then drain.""]",www.cookbooks.com/Recipe-Details.aspx?id=1038746,Gathered,"[""vinegar"", ""brown sugar"", ""red cabbage"", ""apples"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
German Potato Salad,"[""4 lb. potatoes, cooked"", ""6 slices bacon, diced"", ""1/2 c. sugar"", ""3 Tbsp. flour"", ""2 tsp. salt"", ""1/4 tsp. pepper"", ""1 c. cider vinegar"", ""1 c. water"", ""4 green onions, sliced""]","[""Peel and cut potatoes in thin slices."", ""Fry bacon until crisp. Remove bacon from grease and reserve 1/2 cup drippings to make dressing."", ""Blend sugar, flour, salt and pepper."", ""Stir into bacon drippings to make smooth paste."", ""Add vinegar and water."", ""Boil 2 to 3 minutes."", ""Combine sauce, potatoes and onions in skillet."", ""Turn skillet off."", ""Cover with a towel (not a lid) and let stand at room temperature 3 or 4 hours."", ""Sprinkle with bacon.""]",www.cookbooks.com/Recipe-Details.aspx?id=609338,Gathered,"[""potatoes"", ""bacon"", ""sugar"", ""pepper"", ""green onions"", ""water"", ""flour"", ""cider vinegar"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Jan'S Winter Soup,"[""2 Tbsp. butter"", ""2 medium onions, chopped"", ""1 lb. ground beef or turkey"", ""1 clove garlic, minced"", ""3 c. beef or chicken broth"", ""1 (28 oz.) can tomatoes, chopped"", ""1 c. diced potatoes"", ""3 carrots, chopped"", ""1 c. celery, chopped"", ""1 c. frozen green beans"", ""1 c. dry red wine"", ""1/2 tsp. basil"", ""1/4 tsp. thyme"", ""salt and pepper to taste""]","[""Saute onions and garlic in butter until onions are tender. Add meat and brown. Drain well. Add the rest of the ingredients and simmer at least one hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=51724,Gathered,"[""potatoes"", ""tomatoes"", ""celery"", ""frozen green beans"", ""clove garlic"", ""basil"", ""thyme"", ""onions"", ""carrots"", ""red wine"", ""ground beef"", ""beef"", ""butter"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Microwave Spice Tea,"[""1 (1 lb. 2 oz.) jar Tang"", ""1 pkg. lemonade Kool Aid with sugar added"", ""2 c. sugar"", ""1 tsp. ground cloves"", ""2 tsp. cinnamon"", ""1/2 c. instant tea""]","[""Mix all ingredients together and store in airtight container. When ready to serve, heat 1 cup water in microwave until boiling. Add 3 heaping teaspoons."", ""Mix to water and stir well."", ""Great for winter cold and to get the chill out.""]",www.cookbooks.com/Recipe-Details.aspx?id=543821,Gathered,"[""instant tea"", ""cinnamon"", ""sugar"", ""ground cloves""]",www.cookbooks.com,312,10.4,36.7,8.9
Barbecue Noodle Cheese Bake,"[""1 can Manwich"", ""1 lb. hamburg"", ""American cheese slices"", ""noodles, cooked and drained""]","[""Cook hamburg and crumble."", ""Add Manwich."", ""Spray Pam in baking dish."", ""Layer 1/2 of noodles, then 1/2 hamburg mixture on noodles. Put enough cheese slices on to cover meat."", ""Layer all again."", ""Bake for 1/2 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=853931,Gathered,"[""american cheese"", ""noodles"", ""manwich"", ""hamburg""]",www.cookbooks.com,312,10.4,36.7,8.9
Cutout Cookie,"[""1/2 c. shortening"", ""1/2 c. butter"", ""1 c. sugar"", ""2 eggs, beaten"", ""1 1/2 tsp. vanilla"", ""2 1/2 c. flour"", ""1 tsp. baking powder"", ""1/2 tsp. salt""]","[""Mix all ingredients."", ""Chill for several hours."", ""Cut out with cookie cutters."", ""Bake at 350\u00b0 for 10 minutes."", ""Frost if you want to. Makes approximately 4 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=29109,Gathered,"[""sugar"", ""vanilla"", ""baking powder"", ""shortening"", ""eggs"", ""flour"", ""butter"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Don Juan'S Sangria,"[""1 lime, cut into wedges"", ""1 orange, cut into slices"", ""1/2 large apple, cut into thin wedges"", ""1/2 to 3/4 c. sugar"", ""1 bottle dry red Spanish wine"", ""1/4 c. brandy"", ""1/4 c. Triple Sec"", ""club soda""]","[""Squeeze the juice of lime, orange and apple in a large pitcher; add 1/2 cup sugar and fruit pieces."", ""Pour in the wine, brandy and Triple Sec and stir with a long handled spoon until well mixed."", ""Taste."", ""If you prefer the sangria sweeter, add up to 1/4 cup more sugar.""]",www.cookbooks.com/Recipe-Details.aspx?id=379411,Gathered,"[""apple"", ""sugar"", ""red spanish"", ""orange"", ""triple sec"", ""club soda"", ""brandy"", ""lime""]",www.cookbooks.com,312,10.4,36.7,8.9
Ranch Beef And Beans,"[""1 lb. cooked, crumbled hamburger (drained)"", ""1 c. onion, chopped"", ""1 c. kidney beans, cooked and drained"", ""1 c. butter beans"", ""1 c. baked beans"", ""3/4 c. ketchup"", ""1 sm. can mild green chilies, chopped (opt.)"", ""1 TBSP prepared mustard"", ""1 tsp. beef bouillon"", ""1/2 c. water"", ""2 TBSP. honey"", ""2/3 c. bell pepper, chopped"", ""1 tsp. Worcestershire sauce"", ""1/2 tsp. garlic pwd""]","[""Combine all ingredients in large pot; simmer 30-45 minutes or until onion and bell peppers become soft."", ""This recipe triples and freezes well."", ""Serve with cornbread.""]",www.cookbooks.com/Recipe-Details.aspx?id=99285,Gathered,"[""green chilies"", ""kidney beans"", ""bell pepper"", ""garlic"", ""onion"", ""butter beans"", ""mustard"", ""water"", ""beans"", ""ketchup"", ""beef bouillon"", ""hamburger"", ""honey"", ""worcestershire sauce""]",www.cookbooks.com,312,10.4,36.7,8.9
Crisp Oatmeal Cookies,"[""4 c. quick cooking oats"", ""2 c. brown sugar, packed"", ""1 c. salad oil"", ""2 eggs, well beaten"", ""1/2 tsp. salt"", ""1 tsp. almond extract""]","[""Mix oats, brown sugar and oil; let stand overnight or 8 hours. Preheat oven to 325\u00b0."", ""Mix rest of ingredients into oat mixture. Drop by teaspoon onto greased baking sheet."", ""Bake 15 minutes. Cool completely before removing from baking sheet.""]",www.cookbooks.com/Recipe-Details.aspx?id=581334,Gathered,"[""cooking oats"", ""salad oil"", ""brown sugar"", ""eggs"", ""almond extract"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Souper Tuna Crunch,"[""1 can Chinese noodles"", ""1 can Campbell's cream of mushroom soup"", ""3/4 c. water"", ""1 (6 1/2 oz.) can Chicken of the Sea tuna, drained and broken in chunks"", ""1 c. cashews or peanuts"", ""1 c. chopped celery"", ""1/2 c. finely chopped onion"", ""1/2 c. cooked peas"", ""soy sauce""]","[""Reserve 1/2 cup Chinese noodles."", ""In 1 1/2-quart casserole, combine remaining noodles, soup, water, tuna, cashews, celery, onion and peas."", ""Bake at 350\u00b0 for 30 minutes or until hot."", ""Stir; sprinkle reserved noodles around edge."", ""Bake 5 minutes more. Serve with soy sauce."", ""Makes about 4 1/2 cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=668606,Gathered,"[""peas"", ""soy sauce"", ""onion"", ""water"", ""celery"", ""campbell's cream"", ""chinese noodles"", ""cashews"", ""chicken""]",www.cookbooks.com,312,10.4,36.7,8.9
Cheese-Ham Ball,"[""1/2 lb. Cheddar cheese, shredded"", ""1 (8 oz.) pkg. cream cheese"", ""1 small flat can deviled ham"", ""1 Tbsp. pimiento, chopped"", ""approximately 1 Tbsp. dried parsley, soaked in water, then patted dry on paper towel"", ""dash of Worcestershire sauce"", ""1/2 tsp. fresh minced onion""]","[""Mix all ingredients."", ""Form into a ball and roll in chopped pecans."", ""Serve with assorted crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=561726,Gathered,"[""pimiento"", ""cheddar cheese"", ""onion"", ""ham"", ""cream cheese"", ""parsley"", ""worcestershire sauce""]",www.cookbooks.com,312,10.4,36.7,8.9
Cheese Ball,"[""2 (8 oz.) cream cheese"", ""2/3 can chopped black olives"", ""1 jar Armour dried beef"", ""4 green onions (tops and all)"", ""1/2 jar mushrooms""]","[""Chop all and mix with hands."", ""Form into ball and refrigerate for 1 to 2 days."", ""Sprinkle with paprika and serve with Ritz crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=874934,Gathered,"[""armour dried beef"", ""green onions"", ""mushrooms"", ""cream cheese"", ""black olives""]",www.cookbooks.com,312,10.4,36.7,8.9
Pasta Chicken Salad(268 Calories Per Serving)  ,"[""3 1/2 c. (8 oz.) large shells (uncooked)"", ""2 c. cubed, cooked chicken (light meat)"", ""2 c. fresh, raw broccoli flowerets"", ""2 c. fresh, raw cauliflower"", ""1 c. sliced carrots"", ""1 c. sliced green onions"", ""1/2 lb. fresh mushrooms, sliced"", ""1 c. (8 oz. bottle) reduced calorie creamy Italian salad dressing"", ""3/4 c. skim milk"", ""salt and pepper to taste""]","[""Cook large shells according to package directions."", ""Drain and cool (rinse with cold water to cool quickly, then drain well). Combine cooled large shells with remaining ingredients and toss lightly."", ""Chill."", ""Makes 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=312742,Gathered,"[""milk"", ""green onions"", ""fresh mushrooms"", ""italian salad dressing"", ""broccoli flowerets"", ""carrots"", ""cauliflower"", ""shells"", ""chicken"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Zucchini-Artichoke Continental,"[""1 (9 oz.) pkg. frozen artichoke hearts"", ""2 Tbsp. water"", ""3 medium zucchini (1 lb.), sliced 1/4-inch thick (4 c.)"", ""2 c. fresh mushrooms, halved"", ""2 Tbsp. finely chopped green onion"", ""2 cloves garlic, minced"", ""1 Tbsp. margarine or butter"", ""2 medium tomatoes, cut into wedges and seeded"", ""1/4 c. grated Parmesan cheese""]","[""In 2-quart microwave-safe casserole, microcook artichokes and water, covered, on 100% power (High) for 3 to 4 minutes or until thawed."", ""Stir."", ""Add next 3 ingredients."", ""Cover."", ""Cook on High for 9 to 11 minutes (low-wattage oven for 12 to 14 minutes) or just until tender; stir once."", ""Drain well."", ""Stir in garlic, 1/2 teaspoon salt and 1/4 teaspoon pepper."", ""Dot with margarine or butter."", ""Cover; cook on High for 1 minute."", ""Stir in tomatoes; sprinkle with cheese."", ""Let stand 2 minutes."", ""Makes 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=669859,Gathered,"[""tomatoes"", ""frozen artichoke"", ""parmesan cheese"", ""green onion"", ""fresh mushrooms"", ""water"", ""margarine"", ""garlic"", ""zucchini""]",www.cookbooks.com,312,10.4,36.7,8.9
Supreme Beef Casserole,"[""1 lb. ground chuck"", ""1 tsp. shortening"", ""1 (16 oz.) can tomatoes"", ""1 (8 oz.) can tomato sauce"", ""2 tsp. salt"", ""2 tsp. sugar"", ""2 garlic cloves, crushed"", ""1 (5 oz.) pkg. egg noodles"", ""1 c. sour cream"", ""1 (3 oz.) pkg. cream cheese"", ""6 green onions or scallions, chopped (with tops)"", ""1 c. grated cheese""]","[""Melt shortening in a skillet."", ""Add beef, breaking into pieces with a fork."", ""Cook until brown."", ""Drain off fat."", ""Stir into meat the tomatoes and tomato sauce, adding salt, sugar and garlic. Simmer for 5 to 10 minutes."", ""Meanwhile, cook the noodles."", ""Drain well and with a fork blend in sour cream, cream cheese and onions.""]",www.cookbooks.com/Recipe-Details.aspx?id=1077199,Gathered,"[""sour cream"", ""sugar"", ""tomatoes"", ""shortening"", ""green onions"", ""egg noodles"", ""cream cheese"", ""ground chuck"", ""grated cheese"", ""tomato sauce"", ""garlic"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Salad,"[""1 (12.5 oz.) can chunk white chicken"", ""2 c. chopped celery"", ""1 small pkg. slivered almonds"", ""1 c. water chestnuts"", ""1 c. white grapes"", ""1/2 tsp. salt"", ""1/8 tsp. pepper"", ""1 tsp. lemon juice"", ""curry powder to caste"", ""nonfat mayonnaise""]","[""Combine all ingredients; chill.""]",www.cookbooks.com/Recipe-Details.aspx?id=380919,Gathered,"[""pepper"", ""lemon juice"", ""water chestnuts"", ""curry powder"", ""white grapes"", ""celery"", ""chunk white chicken"", ""nonfat mayonnaise"", ""almonds"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chess Pie,"[""1 stick margarine"", ""1 1/2 c. sugar"", ""1 Tbsp. meal"", ""1 Tbsp. vinegar"", ""4 eggs (add one at a time)"", ""dash of salt"", ""1 tsp. vanilla""]","[""Mix ingredients in order given."", ""Bake at 300\u00b0 to 325\u00b0 for 30 minutes or until firm.""]",www.cookbooks.com/Recipe-Details.aspx?id=227881,Gathered,"[""vinegar"", ""sugar"", ""vanilla"", ""eggs"", ""margarine"", ""meal"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
